technical_name (use with ::give),display_name,cert_of,source_file
cert_unfinished_mud_pie_2,,unfinished_mud_pie_2,scripts/_unpack/377/all.obj
cert_unfinished_pineapple_punch1,,unfinished_pineapple_punch1,scripts/_unpack/377/all.obj
cert_unfinished_pineapple_punch2,,unfinished_pineapple_punch2,scripts/_unpack/377/all.obj
cert_unfinished_pineapple_punch3,,unfinished_pineapple_punch3,scripts/_unpack/377/all.obj
cert_unfinished_sgg1,,unfinished_sgg1,scripts/_unpack/377/all.obj
cert_unfinished_sgg2,,unfinished_sgg2,scripts/_unpack/377/all.obj
cert_unfinished_spicy_crunchies,,unfinished_spicy_crunchies,scripts/_unpack/377/all.obj
cert_unfinished_summer_pie_1,,unfinished_summer_pie_1,scripts/_unpack/377/all.obj
cert_unfinished_summer_pie_2,,unfinished_summer_pie_2,scripts/_unpack/377/all.obj
cert_unfinished_toad_crunchies,,unfinished_toad_crunchies,scripts/_unpack/377/all.obj
cert_unfinished_veg_ball,,unfinished_veg_ball,scripts/_unpack/377/all.obj
cert_unfinished_vegetable_batta,,unfinished_vegetable_batta,scripts/_unpack/377/all.obj
cert_unfinished_wild_pie_1,,unfinished_wild_pie_1,scripts/_unpack/377/all.obj
cert_unfinished_wild_pie_2,,unfinished_wild_pie_2,scripts/_unpack/377/all.obj
cert_unfinished_wizard_blizzard1,,unfinished_wizard_blizzard1,scripts/_unpack/377/all.obj
cert_unfinished_wizard_blizzard2,,unfinished_wizard_blizzard2,scripts/_unpack/377/all.obj
cert_unfinished_worm_batta,,unfinished_worm_batta,scripts/_unpack/377/all.obj
cert_unfinished_worm_crunchies,,unfinished_worm_crunchies,scripts/_unpack/377/all.obj
cert_unfinished_worm_hole,,unfinished_worm_hole,scripts/_unpack/377/all.obj
cert_unicorn_horn,,unicorn_horn,scripts/_unpack/377/all.obj
cert_unicorn_horn_dust,,unicorn_horn_dust,scripts/_unpack/377/all.obj
cert_unidentified_avantoe,,unidentified_avantoe,scripts/_unpack/377/all.obj
cert_unidentified_cadantine,,unidentified_cadantine,scripts/_unpack/377/all.obj
cert_unidentified_dwarf_weed,,unidentified_dwarf_weed,scripts/_unpack/377/all.obj
cert_unidentified_guam,,unidentified_guam,scripts/_unpack/377/all.obj
cert_unidentified_harralander,,unidentified_harralander,scripts/_unpack/377/all.obj
cert_unidentified_irit,,unidentified_irit,scripts/_unpack/377/all.obj
cert_unidentified_kwuarm,,unidentified_kwuarm,scripts/_unpack/377/all.obj
cert_unidentified_lantadyme,,unidentified_lantadyme,scripts/_unpack/377/all.obj
cert_unidentified_marentill,,unidentified_marentill,scripts/_unpack/377/all.obj
cert_unidentified_ranarr,,unidentified_ranarr,scripts/_unpack/377/all.obj
cert_unidentified_snapdragon,,unidentified_snapdragon,scripts/_unpack/377/all.obj
cert_unidentified_tarromin,,unidentified_tarromin,scripts/_unpack/377/all.obj
cert_unidentified_toadflax,,unidentified_toadflax,scripts/_unpack/377/all.obj
cert_unidentified_torstol,,unidentified_torstol,scripts/_unpack/377/all.obj
cert_unlit_candle,,unlit_candle,scripts/_unpack/377/all.obj
cert_unlitarrow,Double helix,,scripts/_unpack/377/all.obj
cert_unstrung_diamond_amulet,,unstrung_diamond_amulet,scripts/_unpack/377/all.obj
cert_unstrung_dragonstone_amulet,,unstrung_dragonstone_amulet,scripts/_unpack/377/all.obj
cert_unstrung_emerald_amulet,,unstrung_emerald_amulet,scripts/_unpack/377/all.obj
cert_unstrung_gold_amulet,,unstrung_gold_amulet,scripts/_unpack/377/all.obj
cert_unstrung_longbow,,unstrung_longbow,scripts/_unpack/377/all.obj
cert_unstrung_magic_longbow,,unstrung_magic_longbow,scripts/_unpack/377/all.obj
cert_unstrung_magic_shortbow,,unstrung_magic_shortbow,scripts/_unpack/377/all.obj
cert_unstrung_maple_longbow,,unstrung_maple_longbow,scripts/_unpack/377/all.obj
cert_unstrung_maple_shortbow,,unstrung_maple_shortbow,scripts/_unpack/377/all.obj
cert_unstrung_oak_longbow,,unstrung_oak_longbow,scripts/_unpack/377/all.obj
cert_unstrung_oak_shortbow,,unstrung_oak_shortbow,scripts/_unpack/377/all.obj
cert_unstrung_onyx_amulet,,unstrung_onyx_amulet,scripts/_unpack/377/all.obj
cert_unstrung_ruby_amulet,,unstrung_ruby_amulet,scripts/_unpack/377/all.obj
cert_unstrung_sapphire_amulet,,unstrung_sapphire_amulet,scripts/_unpack/377/all.obj
cert_unstrung_shortbow,,unstrung_shortbow,scripts/_unpack/377/all.obj
cert_unstrung_willow_longbow,,unstrung_willow_longbow,scripts/_unpack/377/all.obj
cert_unstrung_willow_shortbow,,unstrung_willow_shortbow,scripts/_unpack/377/all.obj
cert_unstrung_yew_longbow,,unstrung_yew_longbow,scripts/_unpack/377/all.obj
cert_unstrung_yew_shortbow,,unstrung_yew_shortbow,scripts/_unpack/377/all.obj
cert_unstrung_zogre_bow,,unstrung_zogre_bow,scripts/_unpack/377/all.obj
cert_vampire_dust,,vampire_dust,scripts/_unpack/377/all.obj
cert_veg_ball,,veg_ball,scripts/_unpack/377/all.obj
cert_vegetable_batta,,vegetable_batta,scripts/_unpack/377/all.obj
cert_vial_coconut_milk,,vial_coconut_milk,scripts/_unpack/377/all.obj
cert_vial_empty,,vial_empty,scripts/_unpack/377/all.obj
cert_vial_water,,vial_water,scripts/_unpack/377/all.obj
cert_viking_cloak_black,,viking_cloak_black,scripts/_unpack/377/all.obj
cert_viking_cloak_brown,,viking_cloak_brown,scripts/_unpack/377/all.obj
cert_viking_cloak_darkbrown,,viking_cloak_darkbrown,scripts/_unpack/377/all.obj
cert_viking_cloak_green,,viking_cloak_green,scripts/_unpack/377/all.obj
cert_viking_cloak_grey,,viking_cloak_grey,scripts/_unpack/377/all.obj
cert_viking_cloak_lightbrown,,viking_cloak_lightbrown,scripts/_unpack/377/all.obj
cert_viking_cloak_ocean,,viking_cloak_ocean,scripts/_unpack/377/all.obj
cert_viking_cloak_pink,,viking_cloak_pink,scripts/_unpack/377/all.obj
cert_viking_cloak_purple,,viking_cloak_purple,scripts/_unpack/377/all.obj
cert_viking_cloak_red,,viking_cloak_red,scripts/_unpack/377/all.obj
cert_viking_cloak_tangerine,,viking_cloak_tangerine,scripts/_unpack/377/all.obj
cert_viking_helmet_crush,,viking_helmet_crush,scripts/_unpack/377/all.obj
cert_viking_helmet_magic,,viking_helmet_magic,scripts/_unpack/377/all.obj
cert_viking_helmet_range,,viking_helmet_range,scripts/_unpack/377/all.obj
cert_viking_helmet_slash,,viking_helmet_slash,scripts/_unpack/377/all.obj
cert_viking_red_splat,,viking_red_splat,scripts/_unpack/377/all.obj
cert_viking_tankard_empty,,viking_tankard_empty,scripts/_unpack/377/all.obj
cert_viking_tankard_full,,viking_tankard_full,scripts/_unpack/377/all.obj
cert_viking_top_beige,,viking_top_beige,scripts/_unpack/377/all.obj
cert_viking_top_blue,,viking_top_blue,scripts/_unpack/377/all.obj
cert_viking_top_darkbrown,,viking_top_darkbrown,scripts/_unpack/377/all.obj
cert_viking_top_green,,viking_top_green,scripts/_unpack/377/all.obj
cert_viking_top_red,,viking_top_red,scripts/_unpack/377/all.obj
cert_vikingboots,,vikingboots,scripts/_unpack/377/all.obj
cert_vikinggloves,,vikinggloves,scripts/_unpack/377/all.obj
cert_vikinghat,,vikinghat,scripts/_unpack/377/all.obj
cert_vikingrobebottom,,vikingrobebottom,scripts/_unpack/377/all.obj
cert_vikingrobetop,,vikingrobetop,scripts/_unpack/377/all.obj
cert_village_rare_tuber,,village_rare_tuber,scripts/_unpack/377/all.obj
cert_village_snake_hide,,village_snake_hide,scripts/_unpack/377/all.obj
cert_village_snake_skin,,village_snake_skin,scripts/_unpack/377/all.obj
cert_village_spider_carcass,,village_spider_carcass,scripts/_unpack/377/all.obj
cert_vodka,,vodka,scripts/_unpack/377/all.obj
cert_waa_helper,Olive stuffer,,scripts/_unpack/377/all.obj
cert_waa_stick,Coconut bunch,,scripts/_unpack/377/all.obj
cert_wallbeast_spike_helmet,,wallbeast_spike_helmet,scripts/_unpack/377/all.obj
cert_warhammer,,warhammer,scripts/_unpack/377/all.obj
cert_warrior_ring,,warrior_ring,scripts/_unpack/377/all.obj
cert_water_battlestaff,,water_battlestaff,scripts/_unpack/377/all.obj
cert_water_orb,,water_orb,scripts/_unpack/377/all.obj
cert_water_skin0,,water_skin0,scripts/_unpack/377/all.obj
cert_water_skin1,,water_skin1,scripts/_unpack/377/all.obj
cert_water_skin2,,water_skin2,scripts/_unpack/377/all.obj
cert_water_skin3,,water_skin3,scripts/_unpack/377/all.obj
cert_water_skin4,,water_skin4,scripts/_unpack/377/all.obj
cert_water_talisman,,water_talisman,scripts/skill_runecraft/configs/runecraft.obj
cert_watering_can_0,,watering_can_0,scripts/_unpack/377/all.obj
cert_watermelon,,watermelon,scripts/_unpack/377/all.obj
cert_watermelon_slice,,watermelon_slice,scripts/_unpack/377/all.obj
cert_weapon_poison,,weapon_poison,scripts/_unpack/377/all.obj
cert_weeds,,weeds,scripts/_unpack/377/all.obj
cert_werewolf_slide_hold,Elven sheep,,scripts/_unpack/377/all.obj
cert_werewolve_fur,,werewolve_fur,scripts/_unpack/377/all.obj
cert_whisky,,whisky,scripts/_unpack/377/all.obj
cert_white_2h_sword,,white_2h_sword,scripts/_unpack/377/all.obj
cert_white_apron,,white_apron,scripts/_unpack/377/all.obj
cert_white_armoured_boots,,white_armoured_boots,scripts/_unpack/377/all.obj
cert_white_battleaxe,,white_battleaxe,scripts/_unpack/377/all.obj
cert_white_bead,,white_bead,scripts/quests/quest_imp/configs/quest_imp.obj
cert_white_berries,,white_berries,scripts/_unpack/377/all.obj
cert_white_chainbody,,white_chainbody,scripts/_unpack/377/all.obj
cert_white_claws,,white_claws,scripts/_unpack/377/all.obj
cert_white_dagger,,white_dagger,scripts/_unpack/377/all.obj
cert_white_dagger_p,White dagger(s),white_dagger_p++,scripts/_unpack/377/all.obj
cert_white_full_helm,,white_full_helm,scripts/_unpack/377/all.obj
cert_white_gloves,,white_gloves,scripts/_unpack/377/all.obj
cert_white_halberd,,white_halberd,scripts/_unpack/377/all.obj
cert_white_kiteshield,,white_kiteshield,scripts/_unpack/377/all.obj
cert_white_longsword,,white_longsword,scripts/_unpack/377/all.obj
cert_white_mace,,white_mace,scripts/_unpack/377/all.obj
cert_white_magic_staff,,white_magic_staff,scripts/_unpack/377/all.obj
cert_white_med_helm,,white_med_helm,scripts/_unpack/377/all.obj
cert_white_partyhat,,white_partyhat,scripts/_unpack/377/all.obj
cert_white_platebody,,white_platebody,scripts/_unpack/377/all.obj
cert_white_platelegs,,white_platelegs,scripts/_unpack/377/all.obj
cert_white_plateskirt,,white_plateskirt,scripts/_unpack/377/all.obj
cert_white_scimitar,,white_scimitar,scripts/_unpack/377/all.obj
cert_white_sq_shield,,white_sq_shield,scripts/_unpack/377/all.obj
cert_white_sword,,white_sword,scripts/_unpack/377/all.obj
cert_white_warhammer,,white_warhammer,scripts/_unpack/377/all.obj
cert_wild_pie,,wild_pie,scripts/_unpack/377/all.obj
cert_wildblood_hops,,wildblood_hops,scripts/_unpack/377/all.obj
cert_wilderness_cape_1,,wilderness_cape_1,scripts/_unpack/377/all.obj
cert_wilderness_cape_10,,wilderness_cape_10,scripts/_unpack/377/all.obj
cert_wilderness_cape_11,,wilderness_cape_11,scripts/_unpack/377/all.obj
cert_wilderness_cape_12,,wilderness_cape_12,scripts/_unpack/377/all.obj
cert_wilderness_cape_13,,wilderness_cape_13,scripts/_unpack/377/all.obj
cert_wilderness_cape_14,,wilderness_cape_14,scripts/_unpack/377/all.obj
cert_wilderness_cape_15,,wilderness_cape_15,scripts/_unpack/377/all.obj
cert_wilderness_cape_16,,wilderness_cape_16,scripts/_unpack/377/all.obj
cert_wilderness_cape_17,,wilderness_cape_17,scripts/_unpack/377/all.obj
cert_wilderness_cape_18,,wilderness_cape_18,scripts/_unpack/377/all.obj
cert_wilderness_cape_19,,wilderness_cape_19,scripts/_unpack/377/all.obj
cert_wilderness_cape_2,,wilderness_cape_2,scripts/_unpack/377/all.obj
cert_wilderness_cape_20,,wilderness_cape_20,scripts/_unpack/377/all.obj
cert_wilderness_cape_21,,wilderness_cape_21,scripts/_unpack/377/all.obj
cert_wilderness_cape_22,,wilderness_cape_22,scripts/_unpack/377/all.obj
cert_wilderness_cape_23,,wilderness_cape_23,scripts/_unpack/377/all.obj
cert_wilderness_cape_24,,wilderness_cape_24,scripts/_unpack/377/all.obj
cert_wilderness_cape_25,,wilderness_cape_25,scripts/_unpack/377/all.obj
cert_wilderness_cape_26,,wilderness_cape_26,scripts/_unpack/377/all.obj
cert_wilderness_cape_27,,wilderness_cape_27,scripts/_unpack/377/all.obj
cert_wilderness_cape_28,,wilderness_cape_28,scripts/_unpack/377/all.obj
cert_wilderness_cape_29,,wilderness_cape_29,scripts/_unpack/377/all.obj
cert_wilderness_cape_3,,wilderness_cape_3,scripts/_unpack/377/all.obj
cert_wilderness_cape_30,,wilderness_cape_30,scripts/_unpack/377/all.obj
cert_wilderness_cape_31,,wilderness_cape_31,scripts/_unpack/377/all.obj
cert_wilderness_cape_32,,wilderness_cape_32,scripts/_unpack/377/all.obj
cert_wilderness_cape_33,,wilderness_cape_33,scripts/_unpack/377/all.obj
cert_wilderness_cape_34,,wilderness_cape_34,scripts/_unpack/377/all.obj
cert_wilderness_cape_35,,wilderness_cape_35,scripts/_unpack/377/all.obj
cert_wilderness_cape_36,,wilderness_cape_36,scripts/_unpack/377/all.obj
cert_wilderness_cape_37,,wilderness_cape_37,scripts/_unpack/377/all.obj
cert_wilderness_cape_38,,wilderness_cape_38,scripts/_unpack/377/all.obj
cert_wilderness_cape_39,,wilderness_cape_39,scripts/_unpack/377/all.obj
cert_wilderness_cape_4,,wilderness_cape_4,scripts/_unpack/377/all.obj
cert_wilderness_cape_40,,wilderness_cape_40,scripts/_unpack/377/all.obj
cert_wilderness_cape_41,,wilderness_cape_41,scripts/_unpack/377/all.obj
cert_wilderness_cape_42,,wilderness_cape_42,scripts/_unpack/377/all.obj
cert_wilderness_cape_43,,wilderness_cape_43,scripts/_unpack/377/all.obj
cert_wilderness_cape_44,,wilderness_cape_44,scripts/_unpack/377/all.obj
cert_wilderness_cape_45,,wilderness_cape_45,scripts/_unpack/377/all.obj
cert_wilderness_cape_46,,wilderness_cape_46,scripts/_unpack/377/all.obj
cert_wilderness_cape_47,,wilderness_cape_47,scripts/_unpack/377/all.obj
cert_wilderness_cape_48,,wilderness_cape_48,scripts/_unpack/377/all.obj
cert_wilderness_cape_49,,wilderness_cape_49,scripts/_unpack/377/all.obj
cert_wilderness_cape_5,,wilderness_cape_5,scripts/_unpack/377/all.obj
cert_wilderness_cape_50,,wilderness_cape_50,scripts/_unpack/377/all.obj
cert_wilderness_cape_6,,wilderness_cape_6,scripts/_unpack/377/all.obj
cert_wilderness_cape_7,,wilderness_cape_7,scripts/_unpack/377/all.obj
cert_wilderness_cape_8,,wilderness_cape_8,scripts/_unpack/377/all.obj
cert_wilderness_cape_9,,wilderness_cape_9,scripts/_unpack/377/all.obj
cert_willow_branch,,willow_branch,scripts/_unpack/377/all.obj
cert_willow_logs,,willow_logs,scripts/_unpack/377/all.obj
cert_willow_logs_pyre,,willow_logs_pyre,scripts/_unpack/377/all.obj
cert_willow_longbow,,willow_longbow,scripts/_unpack/377/all.obj
cert_willow_roots,,willow_roots,scripts/_unpack/377/all.obj
cert_willow_shortbow,,willow_shortbow,scripts/_unpack/377/all.obj
cert_wine_of_zamorak,,wine_of_zamorak,scripts/_unpack/377/all.obj
cert_wizard_blizzard,,wizard_blizzard,scripts/_unpack/377/all.obj
cert_wizards_mind_bomb,,wizards_mind_bomb,scripts/_unpack/377/all.obj
cert_wizards_robe,,wizards_robe,scripts/_unpack/377/all.obj
cert_wizards_robe_trim,,wizards_robe_trim,scripts/_unpack/377/all.obj
cert_wizards_robe_trim_gold,,wizards_robe_trim_gold,scripts/_unpack/377/all.obj
cert_wolf_bones,,wolf_bones,scripts/_unpack/377/all.obj
cert_wolfenboots_crimson,,wolfenboots_crimson,scripts/_unpack/377/all.obj
cert_wolfenboots_grey,,wolfenboots_grey,scripts/_unpack/377/all.obj
cert_wolfenboots_ocean,,wolfenboots_ocean,scripts/_unpack/377/all.obj
cert_wolfenboots_purple,,wolfenboots_purple,scripts/_unpack/377/all.obj
cert_wolfenboots_tangerine,,wolfenboots_tangerine,scripts/_unpack/377/all.obj
cert_wolfengloves_crimson,,wolfengloves_crimson,scripts/_unpack/377/all.obj
cert_wolfengloves_grey,,wolfengloves_grey,scripts/_unpack/377/all.obj
cert_wolfengloves_ocean,,wolfengloves_ocean,scripts/_unpack/377/all.obj
cert_wolfengloves_purple,,wolfengloves_purple,scripts/_unpack/377/all.obj
cert_wolfengloves_tangerine,,wolfengloves_tangerine,scripts/_unpack/377/all.obj
cert_wolfenhat_crimson,,wolfenhat_crimson,scripts/_unpack/377/all.obj
cert_wolfenhat_grey,,wolfenhat_grey,scripts/_unpack/377/all.obj
cert_wolfenhat_ocean,,wolfenhat_ocean,scripts/_unpack/377/all.obj
cert_wolfenhat_purple,,wolfenhat_purple,scripts/_unpack/377/all.obj
cert_wolfenhat_tangerine,,wolfenhat_tangerine,scripts/_unpack/377/all.obj
cert_wolfenrobebottom_crimson,,wolfenrobebottom_crimson,scripts/_unpack/377/all.obj
cert_wolfenrobebottom_grey,,wolfenrobebottom_grey,scripts/_unpack/377/all.obj
cert_wolfenrobebottom_ocean,,wolfenrobebottom_ocean,scripts/_unpack/377/all.obj
cert_wolfenrobebottom_purple,,wolfenrobebottom_purple,scripts/_unpack/377/all.obj
cert_wolfenrobebottom_tangerine,,wolfenrobebottom_tangerine,scripts/_unpack/377/all.obj
cert_wolfenrobetop_crimson,,wolfenrobetop_crimson,scripts/_unpack/377/all.obj
cert_wolfenrobetop_grey,,wolfenrobetop_grey,scripts/_unpack/377/all.obj
cert_wolfenrobetop_ocean,,wolfenrobetop_ocean,scripts/_unpack/377/all.obj
cert_wolfenrobetop_purple,,wolfenrobetop_purple,scripts/_unpack/377/all.obj
cert_wolfenrobetop_tangerine,,wolfenrobetop_tangerine,scripts/_unpack/377/all.obj
cert_wooden_shield,,wooden_shield,scripts/_unpack/377/all.obj
cert_woodplank,,woodplank,scripts/_unpack/377/all.obj
cert_wool,,wool,scripts/_unpack/377/all.obj
cert_worm,,worm,scripts/_unpack/377/all.obj
cert_worm_batta,,worm_batta,scripts/_unpack/377/all.obj
cert_worm_crunchies,,worm_crunchies,scripts/_unpack/377/all.obj
cert_worm_hole,,worm_hole,scripts/_unpack/377/all.obj
cert_wrapped_oomlie,,wrapped_oomlie,scripts/_unpack/377/all.obj
cert_wyvern_bones,,wyvern_bones,scripts/_unpack/377/all.obj
cert_yanillian_hops,,yanillian_hops,scripts/_unpack/377/all.obj
cert_yellow_bead,,yellow_bead,scripts/quests/quest_imp/configs/quest_imp.obj
cert_yellow_cape,,yellow_cape,scripts/_unpack/377/all.obj
cert_yellow_partyhat,,yellow_partyhat,scripts/_unpack/377/all.obj
cert_yellowdye,,yellowdye,scripts/_unpack/377/all.obj
cert_yew_logs,,yew_logs,scripts/_unpack/377/all.obj
cert_yew_logs_pyre,,yew_logs_pyre,scripts/_unpack/377/all.obj
cert_yew_longbow,,yew_longbow,scripts/_unpack/377/all.obj
cert_yew_roots,,yew_roots,scripts/_unpack/377/all.obj
cert_yew_shortbow,,yew_shortbow,scripts/_unpack/377/all.obj
cert_zamrobebottom,,zamrobebottom,scripts/_unpack/377/all.obj
cert_zamrobetop,,zamrobetop,scripts/_unpack/377/all.obj
cert_zogre_ancestral_bones_fayg,,zogre_ancestral_bones_fayg,scripts/_unpack/377/all.obj
cert_zogre_ancestral_bones_ourg,,zogre_ancestral_bones_ourg,scripts/_unpack/377/all.obj
cert_zogre_ancestral_bones_raurg,,zogre_ancestral_bones_raurg,scripts/_unpack/377/all.obj
cert_zogre_bones,,zogre_bones,scripts/_unpack/377/all.obj
cert_zogre_bow,,zogre_bow,scripts/_unpack/377/all.obj
cert_zogre_coffinkey,,zogre_coffinkey,scripts/_unpack/377/all.obj
champions_challenge_earthwarrior,Champion scroll,,scripts/_unpack/377/all.obj
champions_challenge_ghoul,Champion scroll,,scripts/_unpack/377/all.obj
champions_challenge_giant,Champion scroll,,scripts/_unpack/377/all.obj
champions_challenge_goblin,Champion scroll,,scripts/_unpack/377/all.obj
champions_challenge_hobgoblin,Champion scroll,,scripts/_unpack/377/all.obj
champions_challenge_human,Champion scroll,,scripts/_unpack/377/all.obj
champions_challenge_imp,Champion scroll,,scripts/_unpack/377/all.obj
champions_challenge_jogre,Champion scroll,,scripts/_unpack/377/all.obj
champions_challenge_lesserdemon,Champion scroll,,scripts/_unpack/377/all.obj
champions_challenge_skeleton,Champion scroll,,scripts/_unpack/377/all.obj
champions_challenge_zombie,Champion scroll,,scripts/_unpack/377/all.obj
chaos_talisman,Chaos talisman,,scripts/skill_runecraft/configs/runecraft.obj
chaosrune,Chaos rune,,scripts/_unpack/377/all.obj
charcoal,Charcoal,,scripts/_unpack/377/all.obj
cheese,Cheese,,scripts/skill_cooking/configs/cooking_inv/configs/pizza/pizza.obj
chefs_delight,Chef's delight,,scripts/_unpack/377/all.obj
chefs_hat,Chef's hat,,scripts/skill_cooking/configs/cooking_generic/cooking.obj
chest_key,Chest key,,scripts/_unpack/377/all.obj
chickenquest_brulee_mixture,Brulee,,scripts/_unpack/377/all.obj
chickenquest_brulee_mixture_cinamon,Brulee,,scripts/_unpack/377/all.obj
chickenquest_brulee_mixture_egg,Brulee,,scripts/_unpack/377/all.obj
chickenquest_brulee_mixture_supreme,Brulee supreme,,scripts/_unpack/377/all.obj
chickenquest_cinamon,Cinnamon,,scripts/_unpack/377/all.obj
chickenquest_cornflour,Cornflour,,scripts/_unpack/377/all.obj
chickenquest_cornflour_milky_mixture,Cornflour mixture,,scripts/_unpack/377/all.obj
chickenquest_dragon_coin,Dragon token,,scripts/_unpack/377/all.obj
chickenquest_evil_chicken_egg,Evil chicken's egg,,scripts/_unpack/377/all.obj
chickenquest_milky_mixture,Milky mixture,,scripts/_unpack/377/all.obj
chickenquest_pot_cornflour,Pot of cornflour,,scripts/_unpack/377/all.obj
chickenquest_vanilla_pod,Vanilla pod,,scripts/_unpack/377/all.obj
childs_blanket,Child's blanket,,scripts/_unpack/377/all.obj
chinacup_empty,Porcelain cup,,scripts/_unpack/377/all.obj
chinacup_of_nettletea,Cup of tea,,scripts/_unpack/377/all.obj
chinacup_of_nettletea_milky,Cup of tea,,scripts/_unpack/377/all.obj
chisel,Chisel,,scripts/_unpack/377/all.obj
chocchip_crunchies,Chocchip crunchies,,scripts/skill_cooking/configs/gnome_cooking/crunchies.obj
chocolate_bar,Chocolate bar,,scripts/skill_cooking/configs/cooking_inv/configs/cakes/cakes.obj
chocolate_bomb,Chocolate bomb,,scripts/skill_cooking/configs/gnome_cooking/gnomebowls.obj
chocolate_cake,Chocolate cake,,scripts/skill_cooking/configs/cooking_inv/configs/cakes/cakes.obj
chocolate_dust,Chocolate dust,,scripts/skill_cooking/configs/cooking_generic/cooking.obj
chocolate_saturday,Choc saturday,,scripts/skill_cooking/configs/gnome_cooking/cocktails.obj
chocolate_slice,Chocolate slice,,scripts/skill_cooking/configs/cooking_inv/configs/cakes/cakes.obj
chocolaty_milk,Chocolatey milk,,scripts/skill_cooking/configs/cooking_generic/cooking.obj
chompy_bird_obj,,,scripts/_unpack/377/all.obj
chompy_burned,Burnt chompy,,scripts/_unpack/377/all.obj
chompy_cooked,Cooked chompy,,scripts/_unpack/377/all.obj
christmas_cracker,Christmas cracker,,scripts/_unpack/377/all.obj
cider,Cider,,scripts/_unpack/377/all.obj
clay,Clay,,scripts/_unpack/377/all.obj
closet_key,Key,,scripts/_unpack/377/all.obj
coal,Coal,,scripts/_unpack/377/all.obj
cocktail_glass_empty,Cocktail glass,,scripts/skill_cooking/configs/gnome_cooking/cocktails.obj
cocktail_guide,Cocktail guide,,scripts/skill_cooking/configs/gnome_cooking/cocktails.obj
cocktail_shaker,Cocktail shaker,,scripts/skill_cooking/configs/gnome_cooking/cocktails.obj
coconut,Coconut,,scripts/_unpack/377/all.obj
coconut_half,Coconut,,scripts/_unpack/377/all.obj
coconut_shell,Coconut shell,,scripts/_unpack/377/all.obj
cod,Cod,,scripts/_unpack/377/all.obj
coif,Coif,,scripts/_unpack/377/all.obj
coins,Coins,,scripts/_unpack/377/all.obj
coins_100,,,scripts/_unpack/377/all.obj
coins_1000,,,scripts/_unpack/377/all.obj
coins_10000,,,scripts/_unpack/377/all.obj
coins_2,,,scripts/_unpack/377/all.obj
coins_25,,,scripts/_unpack/377/all.obj
coins_250,,,scripts/_unpack/377/all.obj
coins_3,,,scripts/_unpack/377/all.obj
coins_4,,,scripts/_unpack/377/all.obj
coins_5,,,scripts/_unpack/377/all.obj
cooked_chicken,Cooked chicken,,scripts/skill_cooking/configs/cooking_generic/food_cooked.obj
cooked_chicken_undead,Cooked chicken,,scripts/_unpack/377/all.obj
cooked_chompy,Cooked chompy,,scripts/_unpack/377/all.obj
cooked_meat,Cooked meat,,scripts/skill_cooking/configs/cooking_generic/food_cooked.obj
cooked_meat_undead,Cooked meat,,scripts/_unpack/377/all.obj
cooked_oomlie,Cooked oomlie wrap,,scripts/skill_cooking/configs/cooking_inv/configs/oomlie_bird_meat/oomlie_bird_meat.obj
cooked_rabbit,Cooked rabbit,,scripts/_unpack/377/all.obj
cooked_s_chompy,Seasoned chompy,,scripts/_unpack/377/all.obj
cooked_ugthanki_meat,Ugthanki meat,,scripts/skill_cooking/configs/cooking_generic/food_cooked.obj
cooking_apple,Cooking apple,,scripts/skill_cooking/configs/cooking_inv/configs/pies/pies.obj
cooking_pot,Cooking pot,,scripts/_unpack/377/all.obj
copper_ore,Copper ore,,scripts/_unpack/377/all.obj
cornflour,Cornflour,,scripts/_unpack/377/all.obj
cosmic_talisman,Cosmic talisman,,scripts/skill_runecraft/configs/runecraft.obj
cosmicrune,Cosmic rune,,scripts/_unpack/377/all.obj
cow_hide,Cowhide,,scripts/_unpack/377/all.obj
crab_claw_broken,Broken crab claw,,scripts/_unpack/377/all.obj
crab_shell_broken,Broken crab shell,,scripts/_unpack/377/all.obj
cracked_sample,Rock sample,,scripts/_unpack/377/all.obj
crafting_icon_dummy,,,scripts/_unpack/377/all.obj
crossbow,Crossbow,,scripts/_unpack/377/all.obj
crunchy_tray,Crunchy tray,,scripts/skill_cooking/configs/gnome_cooking/gnome_cooking.obj
crushed_bird_nest,Crushed nest,,scripts/_unpack/377/all.obj
crushed_gemstone,Crushed gemstone,,scripts/_unpack/377/all.obj
crystal_key,Crystal key,,scripts/_unpack/377/all.obj
crystal_seed_old,Crystal seed,,scripts/_unpack/377/all.obj
crystalshard_dagger,Nezikchened's mum,,scripts/_unpack/377/all.obj
crystalshard_necklace,Salve amulet,,scripts/_unpack/377/all.obj
crystalshard_necklace_unstrung,Salve shard,,scripts/_unpack/377/all.obj
cup_empty,Empty cup,,scripts/skill_cooking/configs/cooking_generic/cooking.obj
cup_guthix_rest_1,Guthix rest(1),,scripts/_unpack/377/all.obj
cup_guthix_rest_2,Guthix rest(2),,scripts/_unpack/377/all.obj
cup_guthix_rest_3,Guthix rest(3),,scripts/_unpack/377/all.obj
cup_guthix_rest_4,Guthix rest(4),,scripts/_unpack/377/all.obj
cup_hot_water,Cup of hot water,,scripts/_unpack/377/all.obj
cup_of_nettletea,Cup of tea,,scripts/_unpack/377/all.obj
cup_of_nettletea_milky,Cup of tea,,scripts/_unpack/377/all.obj
cup_of_tea,Cup of tea,,scripts/skill_cooking/configs/cooking_generic/cooking.obj
